,Headlines,Valid Source,Source
31,"Six years ago, Trump blasted an Ebola-infected doctor. Now he’s hitting back over the president’s coronavirus actions. ",Yes,The Washington Post
32,"‘The Trump administration is now the hot zone’: Colbert, Noah pummel White House for its coronavirus spread",Yes,The Washington Post
35,13 books to help you weather the rest of 2020 and beyond,Yes,The Washington Post
36,‘Doomed to fail’: Why a $4 trillion bailout couldn’t revive the American economy,Yes,The Washington Post
37,"Even from his hospital rooms, Trump tries to convince public he’s in charge",Yes,The Washington Post
38,Democrats seek info on Pompeo speeches in battleground states ,Yes,The Washington Post
39,"In her first race, Kamala Harris learned how to become a political brawler",Yes,The Washington Post
40,"Most Florida felons kept from registering to vote by fines, fees or fears, activists say",Yes,The Washington Post
41,"Fittingly, Supreme Court term starts with test of political affiliations for judges",Yes,The Washington Post
44,"Pompeo seeks unity against China’s assertiveness, but don’t expect an Asian NATO",Yes,The Washington Post
45,What the U.S. election means for Russia,Yes,The Washington Post
46,"In Colombia, a death in police custody follows a history of brutality",Yes,The Washington Post
47,Kyrgyzstan elections annulled after protesters break into parliament building,Yes,The Washington Post
48,"England ‘lost’ 16,000 new virus cases, blames computer glitch",Yes,The Washington Post
49,Record-setting California fires surpass 4 million acres burned in a single year,Yes,The Washington Post
50,"A U.S. senator kept taking off his mask on a Delta flight, raising questions about safety oversight",Yes,The Washington Post
51,Pneumonia killed the president in 31 days. His doctors were accused of incompetence.,Yes,The Washington Post
52,Behind the armor: The armed civilian group that protects property amid charges of racism,Yes,The Washington Post
53,Lawyers for E. Jean Carroll fight Justice Dept. intervention in Trump defamation case,Yes,The Washington Post
54,Leaders in D.C. region ask White House to follow safety protocols as coronavirus outbreak spreads,Yes,The Washington Post
55,Va. trooper won’t be charged for violent stop involving Black driver,Yes,The Washington Post
56,American University to cancel Election Day classes,Yes,The Washington Post
57,D.C. plans to allow some younger students in classrooms next month,Yes,The Washington Post
58,"After outcry, Fairfax superintendent revises proposal to alter admissions at Thomas Jefferson High School",Yes,The Washington Post
59,D.C.-area forecast: Outstanding October weather continues through the week,Yes,The Washington Post
60,"U Street Music Hall, a star of D.C.’s nightlife scene, shutters because of ongoing pandemic",Yes,The Washington Post
61,"Live shows are the heart of jazz. With nightclubs silenced, musicians are keeping its spirit alive.",Yes,The Washington Post
63,"The Griffith: Nine new condos designed with a bright, spacious feel",Yes,The Washington Post
64,How to fix a shallow depression in your driveway,Yes,The Washington Post
65,"Capitol Hill rowhouse, former home of Canadian ambassador, set for auction Oct. 24",Yes,The Washington Post
67,"Like President Trump, they owed money. But they lost their security clearance.",Yes,The Washington Post
68,The right formula for managing a socially responsible company? There is none. ,Yes,The Washington Post
74,Doctors die by suicide at twice the rate of everyone else. Here’s what we can do.   ,Yes,The Washington Post
76,The Supreme Court will hear a climate change case next year,Yes,The Washington Post
78,"Patriots’ longest day ends with QB switch, officiating controversy and a loss to Chiefs",Yes,The Washington Post
79,"NFL warns teams of forfeits, losses of draft picks for protocol violations as Titans’ outbreak relents",Yes,The Washington Post
80,The Astros could be the villains these baseball playoffs need,Yes,The Washington Post
81,"Bill O’Brien accumulated all the power with the Texans, and it cost him his job",Yes,The Washington Post
82,French Open plays on amid new coronavirus restrictions in Paris,Yes,The Washington Post
83,"LSU football to remove CDC wellness checks, resume alcohol sales at Tiger Stadium",Yes,The Washington Post
84,Pros and cons of baseball’s ‘gimmicky’ season,Yes,The Washington Post
85,Returning to the office means wearing fancy clothes again. Or at least nicer leggings.,Yes,The Washington Post
86,TV network anchors forced to settle for Trump health updates from campaign surrogates,Yes,The Washington Post
87,"‘Design therapist’ Olga Naiman addresses the person, not just the space",Yes,The Washington Post
88,Carolyn Hax: A friend in need — of professional help,Yes,The Washington Post
89,"Ask Amy: Friendship is over, but reader wants to save her from humiliation",Yes,The Washington Post
90,Miss Manners: Reacting if the preferred gender isn’t revealed,Yes,The Washington Post
92,"Some U.S. employers are finally offering paid parental leave. Working moms with kids at home say they’re afraid to use it.  

 ",Yes,The Washington Post
94,These doctors are honoring every fallen health-care worker by creating an ‘electronic graveyard’,Yes,The Washington Post
95,Side by side yet worlds apart,Yes,The Washington Post
96,"25 questions we have after watching ‘Emily in Paris,’ Lily Collins’s utterly baffling new Netflix series",Yes,The Washington Post
97,‘ILY BUT WEAR A PROPER MASK’: Fans call out Lana Del Rey for fishnet face covering,Yes,The Washington Post
98,Tana French’s ‘The Searcher’ nods to John Ford’s famous Western with the story of a loner on the hunt for a lost teen,Yes,The Washington Post
99,Five excellent new thrillers and mysteries to take us back to the pre-covid-19 era,Yes,The Washington Post
100,Sugar adds more than sweetness to baked goods. Here’s what to know before you cut it.,Yes,The Washington Post
102,"Bitter greens are easy to love in these stir-fry, pasta, salad and soup recipes",Yes,The Washington Post
104,4 art road trips to take this fall across the U.S.,Yes,The Washington Post
105,Airbnb is canceling one-night Halloween bookings to prevent house parties,Yes,The Washington Post
106,Is it safer to fly or drive during the pandemic? 5 health experts weigh in.,Yes,The Washington Post
0,Erratic Trump tweets leave his  stimulus strategy unclear,Yes,The Washington Post
1,"Appeals court says N.Y. prosecutor can enforce subpoena for Trump tax returns, setting up Supreme Court showdown",Yes,The Washington Post
2,"Joe Biden’s campaign, summed up in one simple gesture",Yes,The Washington Post
3,Amy Coney Barrett served as a ‘handmaid’ in Christian group People of Praise,Yes,The Washington Post
4,Trump doesn’t need Russian trolls to spread disinformation. The media does it for him.,Yes,The Washington Post
5,What to know about tonight’s debate,Yes,The Washington Post
6,What past debates tell us about how tonight could go,Yes,The Washington Post
7,"‘Let me help you, Mrs. Ferraro’: The first time a VP debated a woman, it did not go well",Yes,The Washington Post
8,Debate brings into focus the unique pressures of being Kamala Harris ,Yes,The Washington Post
9,"How sexist, racist attacks on Kamala Harris have spread online — a case study",Yes,The Washington Post
10,America is failing everyone now. That’s what gives me hope for change. ,Yes,The Washington Post
11,The Commission on Presidential Debates should be disbanded,Yes,The Washington Post
12,The secret to innovation is freedom — and that’s reason for optimism,Yes,The Washington Post
13,Trump’s corrupt schemes to save himself keep blowing up in his face,Yes,The Washington Post
14,Sen. Chris Coons believes John McCain and John Lewis each left us an urgent message,Yes,The Washington Post
15,States make their own rules about what counts as an outbreak. Experts say that puts Americans at risk.,Yes,The Washington Post
16,Only one of their children survived Sandy Hook. Now school posed a new threat: The virus.,Yes,The Washington Post
17,The pandemic is amplifying the U.S. anti-vaccine movement — and globalizing it,Yes,The Washington Post
18,White House clears FDA coronavirus vaccine standards it tried to derail,Yes,The Washington Post
23,When will it be safe to travel again?,Yes,The Washington Post
24,"At Woolly Mammoth, a ‘play’ you access only by telephone",Yes,The Washington Post
25,Hundreds of theaters are closing as the pandemic upends the film industry. Here are the biggest releases you’ll have to keep waiting for.,Yes,The Washington Post
26,Two ISIS militants charged in deaths of James Foley and other American hostages in Syria,Yes,The Washington Post
27,"Nobel Prize in chemistry awarded to two women who developed CRISPR, a revolutionary gene-editing tool",Yes,The Washington Post
28,"Google, Oracle square off on landmark copyright case at the Supreme Court",Yes,The Washington Post
29,Hurricane watch posted for coastal Louisiana as Delta pulls away from Mexico,Yes,The Washington Post
30,Kentucky attorney general hits back at Megan Thee Stallion over SNL performance,Yes,The Washington Post
31,The White House coronavirus outbreak is an epic disaster,Yes,The Washington Post
32,"Sure, Eddie Van Halen was a guitar god. But what made his music divine was his quest for the perfect sound.",Yes,The Washington Post
33,Ask Tom: A hostess mixed up our reservation on the phone. Should the manager have made an effort to call me back?,Yes,The Washington Post
34,"Morgan Wallen, TikTok’s favorite country star, faces backlash after videos show him partying without a mask ahead of SNL debut",Yes,The Washington Post
35,Hundreds of theaters are closing amid the pandemic. Here are the biggest releases you’ll have to keep waiting for.,Yes,The Washington Post
36,"In Central Florida, Latino evangelicals could give Trump a boost",Yes,The Washington Post
37,A VP debate for the times: Pence and Harris face off as White House coronavirus outbreak expands,Yes,The Washington Post
38,"Russia’s the top election threat, but top Trump officials rarely say it",Yes,The Washington Post
39,Trump campaign promotes false claim that Biden would end fracking,Yes,The Washington Post
42,France and Germany to propose sanctions on Russia after Navalny poisoning,Yes,The Washington Post
43,Trudeau government survives confidence vote in Canadian Parliament,Yes,The Washington Post
44,"Trump’s resistance to face masks, even while infected with covid-19, sets him apart from world leaders",Yes,The Washington Post
45,Golden Dawn guilty verdict rebukes fascist party that went mainstream in Greece,Yes,The Washington Post
46,Canada’s Supreme Court to consider whether Native Americans in U.S. have rights north of the border,Yes,The Washington Post
47,Texas police officer charged with murder after shooting,Yes,The Washington Post
48,"Boeing’s corporate astronaut pulls himself from key test flight, citing family commitments",Yes,The Washington Post
49,Nike was born on the track. Scandal and the pandemic may change its running business.,Yes,The Washington Post
50,An electrician saw his client’s house was in disrepair. So he called friends and they fixed her house for free. ,Yes,The Washington Post
51,An 80-year-old man died after an argument over masks at a New York bar turned violent,Yes,The Washington Post
52,D.C. eyes payments for descendants of enslaved people,Yes,The Washington Post
53,Lawmakers call for stricter White House safety rules as D.C. records most new virus cases since June,Yes,The Washington Post
54,"With honors for Fauci and others, science carries the night at the Sammies awards for federal workers",Yes,The Washington Post
55,Metro selects Hitachi Rail for next-generation rail car,Yes,The Washington Post
56,"Washington had best summer air quality on record because of covid-19 restrictions, good weather",Yes,The Washington Post
57,D.C.-area forecast: Incredibly nice weather through Friday; weekend forecast a bit fuzzy,Yes,The Washington Post
58,2020 Fall Dining Guide,Yes,The Washington Post
60,"To weather the pandemic, restaurants reinvent themselves, again and again",Yes,The Washington Post
61,"In woodsy Potomac Falls, tranquility and neighborliness at an upscale price",Yes,The Washington Post
62,Should a condo association prohibit pool use because of covid-19?,Yes,The Washington Post
64,Apple says it never ‘recycles’ old devices if they can still be used. Its lawsuit suggests otherwise.,Yes,The Washington Post
65,"U.S. accused of violating international labor laws, forced-labor protections in new complaint ",Yes,The Washington Post
66,Halted stimulus talks undercut already ailing airlines and transit systems,Yes,The Washington Post
67,Let’s not lose sight of the real Trump story: His tax returns,Yes,The Washington Post
68,Amazon imagines a world where you pay with your hand. Privacy experts aren’t so sure.,Yes,The Washington Post
74,Seven infamous October hurricanes that struck the U.S. and Central America ,Yes,The Washington Post
75,Experts are worried about covid-19’s effect on childhood obesity. Here’s what we can do.,Yes,The Washington Post
77,The Lakers go big and are about to go home with the NBA title,Yes,The Washington Post
78,"Patriots’ Stephon Gilmore, Titans and Raiders players test positive for the coronavirus",Yes,The Washington Post
79,"Washington to start quarterback Kyle Allen vs. Rams, benches Dwayne Haskins",Yes,The Washington Post
