Headlines,Valid Source,Source
Bank Heist Crew Beginning To Question Inclusion Of Entomology Expert,No,The Onion
U.S. Policing By The Numbers,No,The Onion
New York Adds ‘No Deaf Child In Area’ Signs So Drivers Know When They Can Be As Reckless As Possible,No,The Onion
Starbucks To Require Face Masks For Customers,No,The Onion
Woman Crushing Spider As Humanely As Possible,No,The Onion
Joe Rogan Starting To Make A Lot Of Sense To Man Who Gets All His News From Joe Rogan,No,The Onion
Leaf Ruined After Being Left Out In Rain,No,The Onion
Trump Commutes Sentence for Roger Stone,No,The Onion
"Trump Administration Plants 137,000 Corpses In Fauci’s Bed To Frame Him For Coronavirus Deaths",No,The Onion
Defeated Player Vows To Log Back Onto ‘League Of Legends’ Early Tomorrow Morning When Most Teens Haven’t Woken Up,No,The Onion
"‘Hey, I Think You’re Muted,’ Man Tells Coworker Screaming ‘Fuck You, Fuck All Of You’ On Zoom Call",No,The Onion
KitchenAid Unveils New Lobster Sedation Kit To Reduce Cruelty Of Boiling Them Alive,No,The Onion
Report: Carrying Around Boombox On Shoulder Still Coolest Thing Most Americans Can Imagine,No,The Onion
Florida Shatters Daily Coronavirus Infection Record,No,The Onion
Physicists Hail Major Breakthrough After Discovering Neutrinos Just Little Italian Neutrons,No,The Onion
Prison Guards Gun Down Inmate Trying To Escape Jail Through Transportive Power Of Reading,No,The Onion
Ominous Musical Cue Clarifies Audience Supposed To Be Frightened Of Blood-Splattered Man With Pickaxe,No,The Onion
Michael Cohen Sent Back To Prison,No,The Onion
Timeline Of Officials Trying To Get Trump’s Financial Records,No,The Onion
Self-Loathing GOP Congressman Can’t Believe He’s Been Reduced To Defending Necessity Of Public Schools,No,The Onion
Deal Alert: An Advance Copy Of ‘Cyberpunk 2077’ Is Sitting On The Tracks And The Train Is Still A Good 50 Yards Away,No,The Onion
CDC Guidelines Say It’s Safe To Play Tennis If That’s Honestly How You Want To Spend Your Free Time,No,The Onion
Teens Flock To New App Where They Just Enter Own Personal Data Into Form,No,The Onion
"‘Heeeeeeeeeurgghhhh,’ Wheezes Bob Dylan In Delight After Hearing Positive Reviews For Latest Album",No,The Onion
Silicon Valley Billionaires Unveil Diversity Initiative To Replace 60% Of Own Blood With Transfusion From Young People Of Color,No,The Onion
Continents That Formed Pangea: Where Are They Now?,No,The Onion
New Crest Sweepstakes Offers Chance To Win 10 Million Teeth,No,The Onion
Study Finds Rats Experience Bystander Effect,No,The Onion
"Johnny Depp Interrupts Libel Case To Duck Behind Witness Stand, Pop Up In Judge’s Robes Banging Oversized Gavel",No,The Onion
How A Case Gets To The Supreme Court,No,The Onion
Apologetic DeSean Jackson Pledges To Learn More By Going To Hitler Museum,No,The Onion
Supreme Court Rules Employers Can Opt Out Of Birth Control Coverage,No,The Onion
Total Banger On Grocery Store Loudspeaker Interrupted For Lost Child Announcement,No,The Onion
Teen Who Died From Coronavirus Probably Had Undiagnosed Old Age,No,The Onion
Panicking Professional Poker Player Suddenly Can’t Remember Whether Ace Is Better Than King,No,The Onion
Cam Newton Scrambling To Get Up To Speed After Patriots Send Him Playbook Of Every NFL Team,No,The Onion
Cursed Responders,No,The Onion
UberEats Introduces New Icon To Show When Driver Engaged In High-Speed Car Chase,No,The Onion
Texan Man Outfits Face Mask With Exhaust Pipe To Roll Coal,No,The Onion
FBI Warns Teenage Cyberbullying Driving Hundreds Of Undercover Agents To Suicide,No,The Onion
Pandemic Accelerating Decline Of Paper Currency,No,The Onion
Brazilian President Jair Bolsonaro Tests Positive For Covid-19,No,The Onion
"Man Can’t Shake Feeling That Someone Other Than Government, Employer, Advertisers Watching Him",No,The Onion
How To Extend The Lifespan Of Your Tech Devices,No,The Onion
Corrupt Policeman Worried About Working With Partner Who Has Never Once Taken Bribe,No,The Onion
Rochester Police Instinctively Place Unregistered Handgun Next To Fallen Frederick Douglass Statue,No,The Onion
Record 7% Of Birthday Cake Slice Makes It Into Grandmother’s Mouth,No,The Onion
Man Somehow Able To Muster Strength To Fold Laundry Without Listening To Podcast,No,The Onion
"‘I Want You To Love Again One Day,’ Whispers Dying Man Clearly Overestimating Amount Of Grief Wife Will Experience",No,The Onion
City Terrorized But Unimpressed By Serial Killer Who Just Shoots Victims,No,The Onion
"Patrick Mahomes Signs 10-Year, $400 Million Extension With Chiefs",No,The Onion
Freshman Who Would Have Fallen Through Dorm Window First Weekend Sad To Miss Out On College Experience,No,The Onion
Tell-All Book By Donald Trump’s Niece To Be Released Early,No,The Onion
Effects Of The Nationwide Protests Against Police Brutality,No,The Onion
Bus Stop Ad Just Offering $500 For Fresh Humans,No,The Onion
Fox Criticized For Cropping Epstein Party Photo To Remove Killer Buffet Spread,No,The Onion
Dumbass Dog Wearing Face Mask All Wrong,No,The Onion
Fly Thinks Back Fondly On Time It Got To Perch On Popsicle Stick For Few Seconds,No,The Onion
Consulting Firm Recommends Keeping Consulting Firm On For 6 More Months,No,The Onion
How To Parallel Park Perfectly,No,The Onion
Lime Unveils Pilot Program For Inexplicable New E-Cubes,No,The Onion
Prehistoric Monument Discovered Near Stonehenge,No,The Onion
Kanye West Announces Plan To Run For President,No,The Onion
Trump Slaughters Dozens Of American Troops In Hopes Of Cashing In On Russian Bounties,No,The Onion
Researchers Warn Coronavirus May Use Propeller Hat To Stay Airborne,No,The Onion
FBI Agent Desperately Trying To Remember Why They Have File On Eugene Levy Again,No,The Onion
Nation Sets Off Fireworks To Commemorate Surviving Another Day,No,The Onion
Uber Acquires Postmates For $2.7 Billion Plus $3 Billion Service Fee,No,The Onion
"Get Excited, Gamers! Activision Shot Down A French Plane Over Icelandic Waters To Start A New War To Set ‘Call Of Duty’ Games In",No,The Onion
Vacuous Fool Using ‘Wicker’ And ‘Rattan’ Interchangeably,No,The Onion
"Yeah, Yeah, Nation Gets It, We Rapidly Approaching End Of Critical Window To Avert Climate Collapse Or Whatever",No,The Onion
Victoria’s Secret Shutters Operations After Concluding Women Were Never Hot Enough To Wear Their Underwear In First Place,No,The Onion
Mom Wants To Know What Kind Of iPhone She Has,No,The Onion
Man Doing Whippet While Setting Off M-80 In Woods Behind Hardee’s Takes Moment To Reflect On How Promise Of Freedom Yet Unfulfilled,No,The Onion
Police Department Celebrates Fourth Of July By Using Fireworks For Crowd Control,No,The Onion
Sleep: Myth Vs. Fact,No,The Onion
Does Anyone Want To Play A Few Rounds Of Command & Conquer: Red Alert Against Us?,No,The Onion
"‘Yeah, We Could Invite Friends Over And Call It A Supper Club!’ Says Couple Unknowingly Brainstorming End Of Own Relationship",No,The Onion
Lit-Up Empire State Building Covered In Thick Layer Of Moths,No,The Onion
REDACTED: We Tried To Publish A Bunch Of State Secrets And It Didn’t Work Out At All,No,The Onion
Dad Speaks For First Time In 7 Years To Ask If Anyone Has Seen Tape Measure,No,The Onion
Google Alert For Old Classmate Pays Off Big Time With Story Of Double Homicide,No,The Onion
Study Finds It Would Be Extremely Satisfying To Have Intercourse With An A-List Celebrity,No,The Onion
"So-Called Vegetarian Always Kills, Devours Chicken Whole Whenever She’s Drunk",No,The Onion
"Come On: Someone Just Spray-Painted ‘Gamers Rule’ On The Taj Mahal And, While We Generally Agree, It’s Pretty Messed Up To Deface A Cultural Landmark",No,The Onion
Friends Camping Out In Woods Just Happy To Escape The Daily Grind Of Federal Prison,No,The Onion
Teenage Boy Fears Girlfriend Will Pressure Him Into Showering Before He Ready,No,The Onion
Masturbating Female Spider Instinctively Eats Self Afterwards,No,The Onion
Best Recipe Blogs,No,The Onion
Friends Itching To Destroy Man Excitedly Sharing Factoid That Actually Common Knowledge,No,The Onion
God Sends Sympathy Card After Killing Man’s Wife,No,The Onion
CEO Likes To Think Of Company As One Big Manson Family,No,The Onion
Dixieland Banned,No,The Onion
New Environmentally Friendly Burial Involves Having Your Dead Body Eaten By Wealthy German Man With Taste For The Exotic,No,The Onion
Economist Has Great Idea For Sitcom Where Keynesian And Friedmanite Have To Live Together,No,The Onion
Delivery Bag Gets Battlefield Promotion Up To Napkin,No,The Onion
Russian Bathhouse Guest Having Trouble Relaxing Over Sound Of Eastern-European Gangsters Planning Assassinations,No,The Onion
Judge Rules Devin Nunes Can’t Sue Twitter Over Cow Parody Account,No,The Onion
Disney’s Splash Mountain To Be Rethemed As ‘Princess And The Frog’,No,The Onion
"‘Remember, You Are Mortal,’ Advisor Says To Garland-Covered Water Reclamation Supervisor During Swearing-In Ceremony",No,The Onion
NASA To Rename Building In Honor of ‘Hidden Figures’ Actress Octavia Spencer,No,The Onion
What’s Behind The Recent Increase In Reports Of Fireworks?,No,The Onion
Most Anticipated Games Of The Summer,No,The Onion
Mental Health Experts Warn Veterans’ PTSD Can Be Triggered By Sound Of Neighbors Shooting Off Fourth Of July RPGs,No,The Onion
AMC Unveils Covid-19 Guidelines Requiring All Movie Characters To Wear Masks,No,The Onion
Giant Sahara Desert Dust Plume Headed For U.S.,No,The Onion
Suburban Town Devastated After Only Live Performance Venue Closes,No,The Onion
Bayer To Pay $10 Billion In Roundup Settlement,No,The Onion
Heaven Flush With Cash After Trump Administration Sends $1.4 Billion In Stimulus To Dead Americans,No,The Onion
Jilted Lover Keying Cheater’s Car Realizes She Should Have Started Further Over,No,The Onion
What If We Just Called It ‘Milk?’: Meet The Marketing Genius Who Single-Handedly Saved The Cow Discharge Industry,No,The Onion
Tips For Online Job Interviews,No,The Onion
Tide Accused Of Over-Inflating Number Of Children Who Roll Around In Mud Puddles Before Running Into House,No,The Onion
Texas Children Open Oil Derrick To Splash Around On Hot Day,No,The Onion
Segway Suspends Scooter Production,No,The Onion
"Researchers Predict Pandemic Could Result In 500,000 Fewer U.S. Births",No,The Onion
Nancy Pelosi Calls Jamaal Bowman To Scold Him For Winning Primary,No,The Onion
"Gamers, We Just Spent 4 Days Trapped In A Rolled-Over Minivan And We’re Genuinely Pissed That Nobody Reported Us Missing When We Didn’t Cover The ‘Ratchet & Clank’ News",No,The Onion
"New Ultra-Reinforced Confederate Statue Includes Electrified Metal, Titanium Spikes",No,The Onion
Defiant Florida Officials Announce They Will Ignore Saudi Government Lockdown By Holding Hajj To Mecca,No,The Onion
"Employee Leaves Performance Review With Clear, Identifiable Goal Of Surrendering To The Void",No,The Onion
Pros And Cons Of D.C. Statehood,No,The Onion
Officials Warn Defunding Police Could Lead To Spike In Crime From Ex-Officers With No Outlet For Violence,No,The Onion
Single Thick Black Hair Wondering Where It Made Wrong Turn After Popping Out Of Woman’s Chin Again,No,The Onion
America’s Most Controversial Monuments,No,The Onion
IBM Condemns Use Of Facial Recognition Software For Anything Other Than Matching People With Their Celebrity Doppelganger,No,The Onion
Cat Sticks Paw Around Corner Like Life Some Big Fosse Routine,No,The Onion
Milky Way Could Harbor 6 Billion Earth-Like Planets,No,The Onion
Realtor Thinks Flourishing Neighborhood Full Of Middle-Class Latino Families Has Real Turnaround Potential,No,The Onion
Civil Whites,No,The Onion
Biden Agrees To 3 Debates With Trump,No,The Onion
MLS Commissioner Relieved That Nobody Knows Him By Name,No,The Onion
Tips For Composting,No,The Onion
Heavily Armed Self-Help Gurus Demand America Reopens Their Hearts,No,The Onion
Red Cross Announces It’s Fine Not To Perform Life-Saving Mouth-To-Mouth On Someone Who’s Not Your Type,No,The Onion
Ford Delays Launch Of New Bronco To Avoid O.J. Simpson’s Birthday,No,The Onion
"White House Announces Entire U.S. Populace Of 6,200 Attended Trump’s Tulsa Rally",No,The Onion
Facebook Announces Plan To Break Up U.S. Government Before It Becomes Too Powerful,No,The Onion
Biden Outraises Trump For First Time,No,The Onion
Dog Owner Not Sure How City Expects Her To Pick Up Every Drop Of Dog Piss In Little Bag,No,The Onion
Public Pressure Mounts For U.S. Government To Stop Designating KKK As 501(c)(3) Nonprofit,No,The Onion
Day Mockingly Beautiful,No,The Onion
Congress Announces Willingness To Give Black Lives Matters Protestors Statue Or Holiday,No,The Onion
Mental Health Experts Advise On Best Ways To Combat Intrusive Thoughts Of Your Father Naked,No,The Onion
The Onion’s Father’s Day Gift Guide For The Dad Who Has It All,No,The Onion
Staples Center Employee Realizes He Left Shot Clock Buzzer On This Whole Time,No,The Onion
Father’s Day Gifts That Will Make Your Dad Feel Exactly The Way He Already Feels,No,The Onion
"Huh, Boyfriend’s Ex Just Made Interesting Hair Choice",No,The Onion
Mom Comes Back From Long Call With Friend Looking Real Sad,No,The Onion
"‘It’s Perfect Outside,’ Announces Sweating Woman Slowly Losing Consciousness In Middle Of Heatstroke",No,The Onion
Man Hates How Hot Dog-Eating Contests Reduce Art Of Eating Hot Dogs To A Competition,No,The Onion
Kristen Stewart To Play Princess Diana In Upcoming Biopic,No,The Onion
Resigned Pew Research Study Has No Fucking Clue What’s Going On With 15% Of Americans,No,The Onion
"Aunt Jemima, Mrs. Butterworth, Uncle Ben’s Brands To Be Overhauled",No,The Onion
Traveling Contortionist Excited To Get Off The Road And Finally Stop Living Inside Suitcase,No,The Onion
White House Toilet Doesn’t Know If It Can Handle Another 4 Years Of Trump,No,The Onion
Kentucky Attorney General So Starstruck By Letter From Beyoncé He Unable To Even Read What It’s About,No,The Onion
Researchers Find Crows Smart Enough Not To Let On How Smart They Really Are,No,The Onion
Sony Reveals PS5 Fully Customizable With Different Little Hats,No,The Onion
‘And What Do We Want To Do About This Nest Full Of Baby Sparrows?’ Asks Barber Giving Man His First Haircut In 6 Months,No,The Onion
